Horodatage,Objet,Verdict,Rapport,Vérification Liens
2025-04-22 01:13:53,Urgent: Action Required - Access your LinkedIn Account,Menace,"Cette émission contient des traits caractéristiques de phishing : lemessage exhorte le destinataire à cliquer sur un lien ([Link to fake LinkedIn login page]) où il est possible qu'il soit volé des données personnelles. De plus, il n'y a pas de message de signature habituellement fourni par LinkedIn. En outre, le contenu du message suggère que le compte qu'il a utilisé récemment pour se connecter à LinkedIn était illégal ou que la sécurité de son compte était compromisée, ce qui a un ton perturbateur. Il est fortement recommandé d'ignorer le message et de se connecter directement à LinkedIn plutôt que de cliquer sur le lien fourni. Le contenu de l'email est faux, la vraie plateforme LinkedIn ne rejoint jamais de la façon indiquée.",
2025-04-22 01:13:57,Urgent Action Required: Access Your LinkedIn Account,Menace,Le message contient une adresse URL suspecte en lien (Fake Login Link) et une adresse email suspecte en fin de message (Fake Support Email). Il y a un manque de crédibilité: Les adresses de courrier électronique de LinkedIn sont différentes de celles fournies dans le message. Il s'agit d'une tentative de phishing et d'usurpation avec la volonté de dérober les identifying information du récipiendaire.,
2025-04-22 01:14:50,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message est envoyé par le domaine connu Duolingo (www.duolingo.com). Il ne contient aucune incitation à l'action inhabituelle ou ne semble pas chercher à récolter des informations personnelles. Il existe un lien pour se désabonner, ce qui est attendu dans un message automatisé de type cette newsletter. Il y a un notifié d’auteur (c) Duolingo, adresse postale et ville correctes. Le message contient un lien fonctionnel vers le site web du domaine. Par conséquent, ce message est considéré comme sûr.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244"
2025-04-22 01:14:56,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient une demande de connexion à son compte LinkedIn via un lien qu'il n'a pas mieux spécifié. Plusieurs tentatives de phishing font souvent usage de ce type de stratégie pour obtenir les identifiants d'accès des utilisateurs. En outre, ce n'est pas un domaine connu (www.linkedin.com) qui nous transmet une alerte sécuritaire, mais plutôt un autre lien. Par conséquent, je recommande à Abderrahmane Saouf de passe partie à cette alerte de sécurité.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 172.64.146.215"
2025-04-22 01:15:04,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message semble provenir d'un domaine connu (Duolingo), il contient un lien vers le site original et l'auteur du message a été identifié. Il n'y a pas de signaux indiquant une demande d'argent, de phishing, de divulgation d'informations personnelles ou de liens douteux.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244"
2025-04-22 01:15:08,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message contient un lien vers une page de connexion douteuse, ce qui constitue un signal important de phishing. De plus, l'absence d'une signature d'email de la part de LinkedIn est un indicateur supplémentaire de fiabilité réduite. Enfin, le fait que le destinataire ait été spécifié dans le body du message le rend suspect alors qu'il ne semble pas avoir été additionné en tant qu’expéditeur dans l’en-tête de l'email.",
2025-04-22 01:15:12,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient un lien suspect [Fake Login Link] qui pourrait être utilisé pour exfiltrer des informations personnelles, susceptibles d'être utilisées pour mettre en place des méthodes d'usurpation de compte utilisateur. De plus, l'email de support [Fake Support Email] est suspect et ne concorde pas avec les informations de Whois de LinkedIn. Les informations de contact du siége, du numéro de téléphone et de l'adresse email ne sont pas solides pour LinkedIn, ce qui indique un manque de confiance dans la provenance du message.",
2025-04-22 01:16:56,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message décrivant les bons résultats attendus de l'utilisation de Duolingo et les informations de contact étant en accord avec les données WHOIS/MX/IP du site, cette tirade semble tout à fait fiable.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.209.158.129 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.209.158.129"
2025-04-22 01:17:02,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient un lien vers le site LinkedIn (<http://www.linkedin.com/secure-login/security-verification>), mais il y a un avertissement qui affirme que le lien ne sert pas à des fins de phishing. Cependant, il est possible de noter que le domaine ne redirige pas vers LinkedIn, puisque les MX et l'IP du domaine sont non valides, ce qui pose des doutes sur la véracité des informations dans ce message.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 01:17:08,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Erreur,"❌ Erreur de parsing JSON :   {   ""verdict"": ""Sûr"",   ""rapport"": ""Le message contient un lien vers le domaine connu de Duolingo et expédié par cette adresse mail. Le msg invite simplement à commencer une leçon d'espagnol marketing une promotion possible. La syntaxe de l'email est celle d'un invitant à ""apprendre du jour""."" }","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.209.158.129 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.209.158.129"
2025-04-22 01:17:12,Urgent: Action Required - Access your LinkedIn Account,Menace,Le message contient une démarche d'encouragement à l'action (log-in pour vérification de l'identité) ainsi qu'un lien vers une page de connexion à faux (linkedIn login page). Le fait qu'il ait été envoyé sans signature de courriel de l'entreprise LinkedIn renforce l'indice de supris/doute. Il est donc inadvisable de se connecter à l'aide de cette page.,
2025-04-22 01:17:17,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message propose un lien de connexion suspect ([Fake Login Link]). En outre, LinkedIn n'enverrait pas ce type de message via un courrier électronique et encouragerait l’utilisateur à se connecter sur son site Web plutôt qu’à utiliser un lien par e-mail. Le fait que le message vient d’une adresse de support@linkedin[.]xyz, domaine non reconnu de LinkedIn, est d’autant plus suspect.",
2025-04-22 01:19:46,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message contient un lien vers un domaine connu, Duolingo (<https://www.duolingo.com>), qui possède une réputation élevée. De plus, le message est constitué d'une simple invitation à reparler d'espagnol et d'une information sur le moyen de s'abonner ou s'abonner à l'abonnement, ce qui ne présente pas de signaux de phishing.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.225.213.132 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.225.213.132"
2025-04-22 01:19:53,Urgent Action Required: Account Security Alert Body,Suspect,"Anomalie détectée : le lien fourni pour la vérification de sécurité (<http://www.linkedin.com/secure-login/security-verification>) ne correspond pas au domaine connu de LinkedIn (<https://www.linkedin.com>). Les sites Web de LinkedIn utilisent habituellement un format de lien avec le sous-domaine linkedin.com. Une vérification simple de WHOIS montre également qu'il n'y a pas de signature d'e-mail MX pour le domaine alternatif, ce qui pourrait indiquer une tentative de phishing. Enfin, bien qu'il soit mentionné que cet e-mail est un message automatique, le fait de demander la vérification de l'utilisateur sur un site Web alternatif crée de la suspicion.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 01:19:59,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message est sûr. Le domaine www.duolingo.com est connu et en conformité MX, et le contenu du message ne contient pas de signaux de phishing, de demande d'argent, d'informations personnelles ou de liens douteux.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131"
2025-04-22 01:20:02,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message contient une demande de connexion à une page qui n'est pas l'élément original LinkedIn. De plus, ce n'est pas le comportement habituel d'LinkedIn d'envoier un message de type 'alarme de sécurité' demandant au destinataire de s'authentifier sur ce réseau en cliquant sur un lien fourni, c'est plutôt l'opposé. On est voici invité à ignorer l'email et à utiliser le lien officiel de LinkedIn pour nous authentifier.",
2025-04-22 01:20:05,Urgent Action Required: Access Your LinkedIn Account,Menace,"L'adresse e-mail à partir de laquelle le message a été envoyé n’est pas connue pour être une adresse de LinkedIn ([Fake Support Email]). De plus, le message demande explicitement à l’utilisateur de cliquer sur un lien suspect ([Fake Login Link]), ce qui est un signal fort de tentative de phishing. Finalement, l'emploi du mystification au sujet de travaux de sécurité sur l’utilisateur est également un indicateur de phishing.",
2025-04-22 01:20:33,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message venu de Duolingo faît référence à une adresse email connue et fiable, duolingo.com, qui ne montre aucun signe inquiétant de phishing ou de manipulation. Le message invite simplement à participer à une session d'apprentissage et propose un lien valide pour modifier les notifications de pratique du curriculum.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131"
2025-04-22 01:21:17,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message est de l'entreprise suivie Duolingo. Le contenu est bien anonyme et général. Il contient un lien vers le domaine www.duolingo.com, connu et enregistré du réseau MX et ayant une adresse IP tolérée. Il n'y a pas d'élément particulièrement suspect, ce message est donc classé « sûr ». Il est possible de se désinscrire en cliquant sur le lien donné.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169"
2025-04-22 01:21:22,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient un lien vers www.linkedin.com/secure-login/security-verification, qui est le même que l'adresse de contact de LinkedIn (http://www.linkedin.com). Cependant, le fait que le lien complet ne soit pas emmèchenté de manière standard par LinkedIn, et que le contenu ne soit pas écrit par un employé de LinkedIn,témoigne qu'il s'agit d'une possible menace potentielle en tentative de phishing. L'utilisateur devrait aller directement sur le site de LinkedIn pour vérifier son compte plutôt que d'utiliser le lien fourni dans l'e-mail.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 01:21:28,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message provient d'un domaine connu (Duolingo) et contient un lien valide vers la stratégie sélectionnée. Il aucun élément exécutable, demande d'argent ou hypothèse de phishing, la surveillance de l'utilisateur et des informations privées personnelles. Le message pourrait être considéré comme un message de rappel d'un cours, sans danger potentiel.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.205.60.169"
2025-04-22 01:21:31,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message est probablement une tentative de phishing car il semble de venir de LinkedIn, mais il précise une lien vers une page de connexion qui n'est pas la page de connexion réelle de LinkedIn. Il encourage le destinataire à se connecter en cliquant sur le lien fourni. Il est recommandé de ne jamais cliquer sur des liens d'entreprise à partir d'email destinataireméconnu ou invites suspicieux.",
2025-04-22 01:21:35,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient un lien suspect dont l'aspect est similaire à un lien de phishing. Le domaine [Fake Login Link] n'appartient pas à LinkedIn et le support de LinkedIn n'utiliserait jamais de lien pour vous demander de vous connecter à votre compte. Il y a également l'indication que c'est une mesure de sécurité standard, ce qui n'est pas conforme à la manière dont LinkedIn gère son support. Le choix de savoir si vous avez ou non effectué des actions susceptibles de déclencher cette notification n'est également pas une information publique. Le [Fake Support Email] est également suspect car il n'est pas l'adresse correcte de l'équipe de support de LinkedIn.",
2025-04-22 01:24:11,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le contenu du message semble appartenir à Duolingo, un domaine bien connu et réputé, comme indiqué par le copyright de l'entreprise ostensible. Les liens contiennent la marque et le nom de l'entreprise et ne semblent pas inciter à une action dangereuse ou à relever de phishing. Le non-renseignement de l'MX pour ce domaine est généralement courant pour de grands sites Web qui utilisent une infrastructure cloud. Le message invite simplement au familiariisation avec une langue, dont les messages sont habituellement envoyés par les plateformes de langues. Il y a donc peu de symptômes alarmants qui le classent comme potentialement dangereux.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.209.158.129 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.209.158.129"
